OrderDate,OrderNumber,OrderLineItem,CustomerKey,ProductKey,SalesAmount,UnitPrice,TotalProductCost,Profit
2013-04-09,SO55923,2,12216,485,21.98,21.98,8.2205,13.7595
2013-04-09,SO55923,3,12216,487,54.99,54.99,20.5663,34.4237
2013-04-09,SO55923,4,12216,222,34.99,34.99,13.0863,21.9037
2013-04-09,SO55924,1,11587,363,2294.99,2294.99,1251.9813,1043.0087
2013-04-09,SO55924,2,11587,537,35.00,35.00,13.09,21.91
2013-04-09,SO55924,3,11587,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55924,4,11587,486,159.00,159.00,59.466,99.534
2013-04-09,SO55925,1,13770,363,2294.99,2294.99,1251.9813,1043.0087
2013-04-09,SO55925,2,13770,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55925,3,13770,478,9.99,9.99,3.7363,6.2537
2013-04-09,SO55926,1,12007,577,1214.85,1214.85,755.1508,459.6992
2013-04-09,SO55926,2,12007,530,4.99,4.99,1.8663,3.1237
2013-04-09,SO55926,3,12007,541,28.99,28.99,10.8423,18.1477
2013-04-09,SO55926,4,12007,217,34.99,34.99,13.0863,21.9037
2013-04-09,SO55927,1,11981,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55927,2,11981,479,8.99,8.99,3.3623,5.6277
2013-04-09,SO55927,3,11981,473,63.50,63.50,23.749,39.751
2013-04-09,SO55928,1,18278,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55928,2,18278,536,29.99,29.99,11.2163,18.7737
2013-04-09,SO55928,3,18278,214,34.99,34.99,13.0863,21.9037
2013-04-09,SO55928,4,18278,491,53.99,53.99,41.5723,12.4177
2013-04-09,SO55929,1,19625,538,21.49,21.49,8.0373,13.4527
2013-04-09,SO55929,2,19625,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55930,1,19572,538,21.49,21.49,8.0373,13.4527
2013-04-09,SO55930,2,19572,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55931,1,15024,536,29.99,29.99,11.2163,18.7737
2013-04-09,SO55931,2,15024,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55931,3,15024,217,34.99,34.99,13.0863,21.9037
2013-04-09,SO55932,1,11412,583,1700.99,1700.99,1082.51,618.48
2013-04-09,SO55932,2,11412,222,34.99,34.99,13.0863,21.9037
2013-04-09,SO55932,3,11412,225,8.99,8.99,6.9223,2.0677
2013-04-09,SO55933,1,15638,590,769.49,769.49,419.7784,349.7116
2013-04-09,SO55933,2,15638,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55933,3,15638,536,29.99,29.99,11.2163,18.7737
2013-04-09,SO55933,4,15638,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55934,1,28126,530,4.99,4.99,1.8663,3.1237
2013-04-09,SO55934,2,28126,225,8.99,8.99,6.9223,2.0677
2013-04-09,SO55935,1,28595,237,49.99,49.99,38.4923,11.4977
2013-04-09,SO55936,1,27478,529,3.99,3.99,1.4923,2.4977
2013-04-09,SO55936,2,27478,538,21.49,21.49,8.0373,13.4527
2013-04-09,SO55936,3,27478,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55937,1,23044,536,29.99,29.99,11.2163,18.7737
2013-04-09,SO55937,2,23044,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55937,3,23044,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55938,1,21632,478,9.99,9.99,3.7363,6.2537
2013-04-09,SO55938,2,21632,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55939,1,20290,475,69.99,69.99,26.1763,43.8137
2013-04-09,SO55939,2,20290,488,53.99,53.99,41.5723,12.4177
2013-04-09,SO55940,1,20120,474,69.99,69.99,26.1763,43.8137
2013-04-09,SO55940,2,20120,234,49.99,49.99,38.4923,11.4977
2013-04-09,SO55941,1,19233,475,69.99,69.99,26.1763,43.8137
2013-04-09,SO55942,1,17031,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55942,2,17031,225,8.99,8.99,6.9223,2.0677
2013-04-09,SO55943,1,16238,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55943,2,16238,484,7.95,7.95,2.9733,4.9767
2013-04-09,SO55944,1,18182,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55945,1,16326,535,24.99,24.99,9.3463,15.6437
2013-04-09,SO55946,1,26392,529,3.99,3.99,1.4923,2.4977
2013-04-09,SO55946,2,26392,538,21.49,21.49,8.0373,13.4527
2013-04-09,SO55946,3,26392,222,34.99,34.99,13.0863,21.9037
2013-04-09,SO55947,1,14172,541,28.99,28.99,10.8423,18.1477
2013-04-09,SO55947,2,14172,530,4.99,4.99,1.8663,3.1237
2013-04-09,SO55947,3,14172,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55948,1,11695,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55948,2,11695,537,35.00,35.00,13.09,21.91
2013-04-09,SO55948,3,11695,222,34.99,34.99,13.0863,21.9037
2013-04-09,SO55949,1,13533,478,9.99,9.99,3.7363,6.2537
2013-04-09,SO55949,2,13533,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55949,3,13533,488,53.99,53.99,41.5723,12.4177
2013-04-09,SO55950,1,13195,485,21.98,21.98,8.2205,13.7595
2013-04-09,SO55950,2,13195,234,49.99,49.99,38.4923,11.4977
2013-04-09,SO55951,1,11581,491,53.99,53.99,41.5723,12.4177
2013-04-09,SO55952,1,11426,214,34.99,34.99,13.0863,21.9037
2013-04-09,SO55953,1,16925,583,1700.99,1700.99,1082.51,618.48
2013-04-09,SO55953,2,16925,529,3.99,3.99,1.4923,2.4977
2013-04-09,SO55953,3,16925,539,24.99,24.99,9.3463,15.6437
2013-04-09,SO55953,4,16925,217,34.99,34.99,13.0863,21.9037
2013-04-09,SO55954,1,21939,600,539.99,539.99,294.5797,245.4103
2013-04-09,SO55954,2,21939,478,9.99,9.99,3.7363,6.2537
2013-04-09,SO55954,3,21939,214,34.99,34.99,13.0863,21.9037
2013-04-09,SO55955,1,16974,580,1700.99,1700.99,1082.51,618.48
2013-04-09,SO55955,2,16974,529,3.99,3.99,1.4923,2.4977
2013-04-09,SO55955,3,16974,539,24.99,24.99,9.3463,15.6437
2013-04-09,SO55956,1,13174,357,2319.99,2319.99,1265.6195,1054.3705
2013-04-09,SO55956,2,13174,485,21.98,21.98,8.2205,13.7595
2013-04-09,SO55956,3,13174,214,34.99,34.99,13.0863,21.9037
2013-04-09,SO55957,1,11132,361,2294.99,2294.99,1251.9813,1043.0087
2013-04-09,SO55957,2,11132,528,4.99,4.99,1.8663,3.1237
2013-04-09,SO55957,3,11132,537,35.00,35.00,13.09,21.91
2013-04-09,SO55957,4,11132,485,21.98,21.98,8.2205,13.7595
2013-04-09,SO55957,5,11132,478,9.99,9.99,3.7363,6.2537
2013-04-09,SO55957,6,11132,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55958,1,17985,578,1214.85,1214.85,755.1508,459.6992
2013-04-09,SO55958,2,17985,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55958,3,17985,479,8.99,8.99,3.3623,5.6277
2013-04-09,SO55958,4,17985,463,24.49,24.49,9.1593,15.3307
2013-04-09,SO55959,1,29196,573,2384.07,2384.07,1481.9379,902.1321
2013-04-09,SO55959,2,29196,490,53.99,53.99,41.5723,12.4177
2013-04-09,SO55960,1,19095,376,2443.35,2443.35,1554.9479,888.4021
2013-04-09,SO55960,2,19095,214,34.99,34.99,13.0863,21.9037
2013-04-09,SO55961,1,12000,363,2294.99,2294.99,1251.9813,1043.0087
2013-04-09,SO55961,2,12000,478,9.99,9.99,3.7363,6.2537
2013-04-09,SO55961,3,12000,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55962,1,12002,353,2319.99,2319.99,1265.6195,1054.3705
2013-04-09,SO55962,2,12002,537,35.00,35.00,13.09,21.91
2013-04-09,SO55962,3,12002,480,2.29,2.29,0.8565,1.4335
2013-04-09,SO55963,1,24809,574,2384.07,2384.07,1481.9379,902.1321
2013-04-09,SO55963,2,24809,222,34.99,34.99,13.0863,21.9037
2013-04-09,SO55964,1,24815,575,2384.07,2384.07,1481.9379,902.1321
2013-04-09,SO55964,2,24815,490,53.99,53.99,41.5723,12.4177
2013-04-09,SO55965,1,22878,604,539.99,539.99,343.6496,196.3404
2013-04-09,SO55965,2,22878,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55965,3,22878,479,8.99,8.99,3.3623,5.6277
2013-04-09,SO55966,1,21352,604,539.99,539.99,343.6496,196.3404
2013-04-09,SO55966,2,21352,477,4.99,4.99,1.8663,3.1237
2013-04-09,SO55966,3,21352,479,8.99,8.99,3.3623,5.6277
2013-04-09,SO55967,1,22048,225,8.99,8.99,6.9223,2.0677
2013-04-09,SO55967,2,22048,604,539.99,539.99,343.6496,196.3404
2013-04-10,SO55968,1,12215,357,2319.99,2319.99,1265.6195,1054.3705
2013-04-10,SO55968,2,12215,537,35.00,35.00,13.09,21.91
2013-04-10,SO55968,3,12215,480,2.29,2.29,0.8565,1.4335
2013-04-10,SO55969,1,13256,357,2319.99,2319.99,1265.6195,1054.3705
2013-04-10,SO55969,2,13256,478,9.99,9.99,3.7363,6.2537
2013-04-10,SO55969,3,13256,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO55969,4,13256,217,34.99,34.99,13.0863,21.9037
2013-04-10,SO55970,1,11610,361,2294.99,2294.99,1251.9813,1043.0087
2013-04-10,SO55970,2,11610,485,21.98,21.98,8.2205,13.7595
2013-04-10,SO55971,1,11880,484,7.95,7.95,2.9733,4.9767
2013-04-10,SO55972,1,13639,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO55972,2,13639,535,24.99,24.99,9.3463,15.6437
2013-04-10,SO55972,3,13639,214,34.99,34.99,13.0863,21.9037
2013-04-10,SO55973,1,11045,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO55973,2,11045,535,24.99,24.99,9.3463,15.6437
2013-04-10,SO55973,3,11045,222,34.99,34.99,13.0863,21.9037
2013-04-10,SO55974,1,16692,539,24.99,24.99,9.3463,15.6437
2013-04-10,SO55975,1,20602,538,21.49,21.49,8.0373,13.4527
2013-04-10,SO55975,2,20602,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO55975,3,20602,487,54.99,54.99,20.5663,34.4237
2013-04-10,SO55976,1,13045,222,34.99,34.99,13.0863,21.9037
2013-04-10,SO55977,1,17254,489,53.99,53.99,41.5723,12.4177
2013-04-10,SO55978,1,16390,374,2443.35,2443.35,1554.9479,888.4021
2013-04-10,SO55978,2,16390,540,32.60,32.60,12.1924,20.4076
2013-04-10,SO55979,1,23906,378,2443.35,2443.35,1554.9479,888.4021
2013-04-10,SO55980,1,12332,376,2443.35,2443.35,1554.9479,888.4021
2013-04-10,SO55980,2,12332,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO55980,3,12332,540,32.60,32.60,12.1924,20.4076
2013-04-10,SO55980,4,12332,480,2.29,2.29,0.8565,1.4335
2013-04-10,SO55981,1,11127,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO55982,1,11176,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO55982,2,11176,539,24.99,24.99,9.3463,15.6437
2013-04-10,SO55982,3,11176,214,34.99,34.99,13.0863,21.9037
2013-04-10,SO55983,1,25929,535,24.99,24.99,9.3463,15.6437
2013-04-10,SO55983,2,25929,480,2.29,2.29,0.8565,1.4335
2013-04-10,SO55984,1,24772,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO55984,2,24772,540,32.60,32.60,12.1924,20.4076
2013-04-10,SO55984,3,24772,486,159.00,159.00,59.466,99.534
2013-04-10,SO55985,1,23728,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO55985,2,23728,536,29.99,29.99,11.2163,18.7737
2013-04-10,SO55985,3,23728,217,34.99,34.99,13.0863,21.9037
2013-04-10,SO55986,1,23496,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO55986,2,23496,536,29.99,29.99,11.2163,18.7737
2013-04-10,SO55986,3,23496,217,34.99,34.99,13.0863,21.9037
2013-04-10,SO55987,1,12196,478,9.99,9.99,3.7363,6.2537
2013-04-10,SO55987,2,12196,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO55987,3,12196,217,34.99,34.99,13.0863,21.9037
2013-04-10,SO55988,1,20410,478,9.99,9.99,3.7363,6.2537
2013-04-10,SO55988,2,20410,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO55988,3,20410,214,34.99,34.99,13.0863,21.9037
2013-04-10,SO55989,1,28589,476,69.99,69.99,26.1763,43.8137
2013-04-10,SO55990,1,18602,474,69.99,69.99,26.1763,43.8137
2013-04-10,SO55990,2,18602,231,49.99,49.99,38.4923,11.4977
2013-04-10,SO55991,1,18657,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO55992,1,18358,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO55992,2,18358,214,34.99,34.99,13.0863,21.9037
2013-04-10,SO55993,1,17339,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO55994,1,25620,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO55994,2,25620,222,34.99,34.99,13.0863,21.9037
2013-04-10,SO55995,1,13923,485,21.98,21.98,8.2205,13.7595
2013-04-10,SO55995,2,13923,222,34.99,34.99,13.0863,21.9037
2013-04-10,SO55996,1,28379,540,32.60,32.60,12.1924,20.4076
2013-04-10,SO55996,2,28379,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO55996,3,28379,467,24.49,24.49,9.1593,15.3307
2013-04-10,SO55997,1,15673,535,24.99,24.99,9.3463,15.6437
2013-04-10,SO55997,2,15673,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO55997,3,15673,222,34.99,34.99,13.0863,21.9037
2013-04-10,SO55998,1,19512,539,24.99,24.99,9.3463,15.6437
2013-04-10,SO55998,2,19512,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO55998,3,19512,487,54.99,54.99,20.5663,34.4237
2013-04-10,SO55998,4,19512,480,2.29,2.29,0.8565,1.4335
2013-04-10,SO55999,1,20909,536,29.99,29.99,11.2163,18.7737
2013-04-10,SO55999,2,20909,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO55999,3,20909,217,34.99,34.99,13.0863,21.9037
2013-04-10,SO56000,1,22475,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO56000,2,22475,222,34.99,34.99,13.0863,21.9037
2013-04-10,SO56000,3,22475,237,49.99,49.99,38.4923,11.4977
2013-04-10,SO56000,4,22475,482,8.99,8.99,3.3623,5.6277
2013-04-10,SO56001,1,27939,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO56001,2,27939,214,34.99,34.99,13.0863,21.9037
2013-04-10,SO56001,3,27939,489,53.99,53.99,41.5723,12.4177
2013-04-10,SO56002,1,12733,541,28.99,28.99,10.8423,18.1477
2013-04-10,SO56002,2,12733,530,4.99,4.99,1.8663,3.1237
2013-04-10,SO56003,1,16453,530,4.99,4.99,1.8663,3.1237
2013-04-10,SO56003,2,16453,480,2.29,2.29,0.8565,1.4335
2013-04-10,SO56004,1,12741,530,4.99,4.99,1.8663,3.1237
2013-04-10,SO56004,2,12741,217,34.99,34.99,13.0863,21.9037
2013-04-10,SO56005,1,12319,234,49.99,49.99,38.4923,11.4977
2013-04-10,SO56005,2,12319,465,24.49,24.49,9.1593,15.3307
2013-04-10,SO56006,1,13249,353,2319.99,2319.99,1265.6195,1054.3705
2013-04-10,SO56006,2,13249,537,35.00,35.00,13.09,21.91
2013-04-10,SO56006,3,13249,480,2.29,2.29,0.8565,1.4335
2013-04-10,SO56007,1,12934,363,2294.99,2294.99,1251.9813,1043.0087
2013-04-10,SO56007,2,12934,537,35.00,35.00,13.09,21.91
2013-04-10,SO56007,3,12934,528,4.99,4.99,1.8663,3.1237
2013-04-10,SO56007,4,12934,214,34.99,34.99,13.0863,21.9037
2013-04-10,SO56008,1,17279,376,2443.35,2443.35,1554.9479,888.4021
2013-04-10,SO56009,1,19561,372,2443.35,2443.35,1554.9479,888.4021
2013-04-10,SO56010,1,11989,361,2294.99,2294.99,1251.9813,1043.0087
2013-04-10,SO56010,2,11989,485,21.98,21.98,8.2205,13.7595
2013-04-10,SO56010,3,11989,473,63.50,63.50,23.749,39.751
2013-04-10,SO56011,1,23306,579,1214.85,1214.85,755.1508,459.6992
2013-04-10,SO56011,2,23306,217,34.99,34.99,13.0863,21.9037
2013-04-10,SO56012,1,25383,579,1214.85,1214.85,755.1508,459.6992
2013-04-10,SO56012,2,25383,479,8.99,8.99,3.3623,5.6277
2013-04-10,SO56012,3,25383,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO56013,1,19743,388,1120.49,1120.49,713.0798,407.4102
2013-04-10,SO56013,2,19743,231,49.99,49.99,38.4923,11.4977
2013-04-10,SO56013,3,19743,467,24.49,24.49,9.1593,15.3307
2013-04-10,SO56014,1,20162,384,1120.49,1120.49,713.0798,407.4102
2013-04-10,SO56014,2,20162,225,8.99,8.99,6.9223,2.0677
2013-04-10,SO56014,3,20162,490,53.99,53.99,41.5723,12.4177
2013-04-10,SO56015,1,19426,382,1120.49,1120.49,713.0798,407.4102
2013-04-10,SO56015,2,19426,222,34.99,34.99,13.0863,21.9037
2013-04-10,SO56016,1,12384,605,539.99,539.99,343.6496,196.3404
2013-04-10,SO56016,2,12384,477,4.99,4.99,1.8663,3.1237
2013-04-10,SO56016,3,12384,479,8.99,8.99,3.3623,5.6277
2013-04-10,SO56016,4,12384,463,24.49,24.49,9.1593,15.3307
2013-04-10,SO56017,1,22522,606,539.99,539.99,343.6496,196.3404
2013-04-10,SO56018,1,26211,584,539.99,539.99,343.6496,196.3404
2013-04-10,SO56018,2,26211,538,21.49,21.49,8.0373,13.4527
2013-04-10,SO56018,3,26211,529,3.99,3.99,1.4923,2.4977
2013-04-10,SO56019,1,12037,578,1214.85,1214.85,755.1508,459.6992
2013-04-10,SO56019,2,12037,217,34.99,34.99,13.0863,21.9037
2013-04-11,SO56020,1,24910,384,1120.49,1120.49,713.0798,407.4102
2013-04-11,SO56020,2,24910,488,53.99,53.99,41.5723,12.4177
2013-04-11,SO56020,3,24910,225,8.99,8.99,6.9223,2.0677
2013-04-11,SO56021,1,12298,361,2294.99,2294.99,1251.9813,1043.0087
2013-04-11,SO56021,2,12298,478,9.99,9.99,3.7363,6.2537
2013-04-11,SO56021,3,12298,217,34.99,34.99,13.0863,21.9037
2013-04-11,SO56021,4,12298,234,49.99,49.99,38.4923,11.4977
2013-04-11,SO56021,5,12298,465,24.49,24.49,9.1593,15.3307
2013-04-11,SO56022,1,12366,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56022,2,12366,479,8.99,8.99,3.3623,5.6277
2013-04-11,SO56023,1,23522,485,21.98,21.98,8.2205,13.7595
2013-04-11,SO56023,2,23522,222,34.99,34.99,13.0863,21.9037
2013-04-11,SO56023,3,23522,471,63.50,63.50,23.749,39.751
2013-04-11,SO56024,1,13043,214,34.99,34.99,13.0863,21.9037
2013-04-11,SO56024,2,13043,488,53.99,53.99,41.5723,12.4177
2013-04-11,SO56025,1,14067,237,49.99,49.99,38.4923,11.4977
2013-04-11,SO56026,1,19589,489,53.99,53.99,41.5723,12.4177
2013-04-11,SO56026,2,19589,225,8.99,8.99,6.9223,2.0677
2013-04-11,SO56027,1,20054,372,2443.35,2443.35,1554.9479,888.4021
2013-04-11,SO56027,2,20054,529,3.99,3.99,1.4923,2.4977
2013-04-11,SO56027,3,20054,540,32.60,32.60,12.1924,20.4076
2013-04-11,SO56027,4,20054,486,159.00,159.00,59.466,99.534
2013-04-11,SO56028,1,23921,378,2443.35,2443.35,1554.9479,888.4021
2013-04-11,SO56028,2,23921,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56028,3,23921,479,8.99,8.99,3.3623,5.6277
2013-04-11,SO56028,4,23921,484,7.95,7.95,2.9733,4.9767
2013-04-11,SO56029,1,11215,488,53.99,53.99,41.5723,12.4177
2013-04-11,SO56030,1,28300,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56031,1,26452,535,24.99,24.99,9.3463,15.6437
2013-04-11,SO56031,2,26452,222,34.99,34.99,13.0863,21.9037
2013-04-11,SO56032,1,11215,530,4.99,4.99,1.8663,3.1237
2013-04-11,SO56033,1,16717,540,32.60,32.60,12.1924,20.4076
2013-04-11,SO56033,2,16717,529,3.99,3.99,1.4923,2.4977
2013-04-11,SO56033,3,16717,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56034,1,24513,529,3.99,3.99,1.4923,2.4977
2013-04-11,SO56034,2,24513,540,32.60,32.60,12.1924,20.4076
2013-04-11,SO56034,3,24513,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56035,1,26181,535,24.99,24.99,9.3463,15.6437
2013-04-11,SO56035,2,26181,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56035,3,26181,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56036,1,11808,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56036,2,11808,536,29.99,29.99,11.2163,18.7737
2013-04-11,SO56036,3,11808,214,34.99,34.99,13.0863,21.9037
2013-04-11,SO56037,1,11203,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56037,2,11203,536,29.99,29.99,11.2163,18.7737
2013-04-11,SO56037,3,11203,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56038,1,23826,536,29.99,29.99,11.2163,18.7737
2013-04-11,SO56038,2,23826,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56039,1,11651,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56039,2,11651,536,29.99,29.99,11.2163,18.7737
2013-04-11,SO56040,1,17481,536,29.99,29.99,11.2163,18.7737
2013-04-11,SO56040,2,17481,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56040,3,17481,217,34.99,34.99,13.0863,21.9037
2013-04-11,SO56041,1,23064,536,29.99,29.99,11.2163,18.7737
2013-04-11,SO56042,1,14633,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56042,2,14633,478,9.99,9.99,3.7363,6.2537
2013-04-11,SO56042,3,14633,481,8.99,8.99,3.3623,5.6277
2013-04-11,SO56043,1,20438,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56043,2,20438,478,9.99,9.99,3.7363,6.2537
2013-04-11,SO56043,3,20438,487,54.99,54.99,20.5663,34.4237
2013-04-11,SO56044,1,11200,478,9.99,9.99,3.7363,6.2537
2013-04-11,SO56044,2,11200,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56044,3,11200,487,54.99,54.99,20.5663,34.4237
2013-04-11,SO56044,4,11200,484,7.95,7.95,2.9733,4.9767
2013-04-11,SO56045,1,16980,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56045,2,16980,217,34.99,34.99,13.0863,21.9037
2013-04-11,SO56046,1,18165,537,35.00,35.00,13.09,21.91
2013-04-11,SO56046,2,18165,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56046,3,18165,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56047,1,21122,538,21.49,21.49,8.0373,13.4527
2013-04-11,SO56047,2,21122,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56047,3,21122,483,120.00,120.00,44.88,75.12
2013-04-11,SO56048,1,13267,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56048,2,13267,537,35.00,35.00,13.09,21.91
2013-04-11,SO56048,3,13267,217,34.99,34.99,13.0863,21.9037
2013-04-11,SO56049,1,12099,537,35.00,35.00,13.09,21.91
2013-04-11,SO56050,1,11694,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56050,2,11694,537,35.00,35.00,13.09,21.91
2013-04-11,SO56050,3,11694,222,34.99,34.99,13.0863,21.9037
2013-04-11,SO56051,1,12507,225,8.99,8.99,6.9223,2.0677
2013-04-11,SO56052,1,20667,580,1700.99,1700.99,1082.51,618.48
2013-04-11,SO56052,2,20667,539,24.99,24.99,9.3463,15.6437
2013-04-11,SO56052,3,20667,231,49.99,49.99,38.4923,11.4977
2013-04-11,SO56053,1,16763,583,1700.99,1700.99,1082.51,618.48
2013-04-11,SO56054,1,16956,581,1700.99,1700.99,1082.51,618.48
2013-04-11,SO56055,1,15886,595,564.99,564.99,308.2179,256.7721
2013-04-11,SO56055,2,15886,228,49.99,49.99,38.4923,11.4977
2013-04-11,SO56055,3,15886,465,24.49,24.49,9.1593,15.3307
2013-04-11,SO56056,1,14095,587,769.49,769.49,419.7784,349.7116
2013-04-11,SO56056,2,14095,536,29.99,29.99,11.2163,18.7737
2013-04-11,SO56056,3,14095,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56057,1,14105,587,769.49,769.49,419.7784,349.7116
2013-04-11,SO56057,2,14105,478,9.99,9.99,3.7363,6.2537
2013-04-11,SO56057,3,14105,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56058,1,13208,363,2294.99,2294.99,1251.9813,1043.0087
2013-04-11,SO56058,2,13208,537,35.00,35.00,13.09,21.91
2013-04-11,SO56058,3,13208,528,4.99,4.99,1.8663,3.1237
2013-04-11,SO56058,4,13208,222,34.99,34.99,13.0863,21.9037
2013-04-11,SO56059,1,12207,361,2294.99,2294.99,1251.9813,1043.0087
2013-04-11,SO56059,2,12207,480,2.29,2.29,0.8565,1.4335
2013-04-11,SO56060,1,28211,605,539.99,539.99,343.6496,196.3404
2013-04-11,SO56061,1,20990,604,539.99,539.99,343.6496,196.3404
2013-04-11,SO56061,2,20990,479,8.99,8.99,3.3623,5.6277
2013-04-11,SO56061,3,20990,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56061,4,20990,487,54.99,54.99,20.5663,34.4237
2013-04-11,SO56061,5,20990,482,8.99,8.99,3.3623,5.6277
2013-04-11,SO56062,1,19083,376,2443.35,2443.35,1554.9479,888.4021
2013-04-11,SO56063,1,26351,568,742.35,742.35,461.4448,280.9052
2013-04-11,SO56063,2,26351,479,8.99,8.99,3.3623,5.6277
2013-04-11,SO56064,1,12339,357,2319.99,2319.99,1265.6195,1054.3705
2013-04-11,SO56064,2,12339,487,54.99,54.99,20.5663,34.4237
2013-04-11,SO56065,1,22044,584,539.99,539.99,343.6496,196.3404
2013-04-11,SO56065,2,22044,479,8.99,8.99,3.3623,5.6277
2013-04-11,SO56065,3,22044,477,4.99,4.99,1.8663,3.1237
2013-04-11,SO56065,4,22044,489,53.99,53.99,41.5723,12.4177
2013-04-11,SO56066,1,27880,575,2384.07,2384.07,1481.9379,902.1321
2013-04-11,SO56066,2,27880,225,8.99,8.99,6.9223,2.0677
2013-04-11,SO56067,1,15625,574,2384.07,2384.07,1481.9379,902.1321
2013-04-12,SO56068,1,12192,483,120.00,120.00,44.88,75.12
2013-04-12,SO56069,1,18733,485,21.98,21.98,8.2205,13.7595
2013-04-12,SO56070,1,22843,537,35.00,35.00,13.09,21.91
2013-04-12,SO56070,2,22843,481,8.99,8.99,3.3623,5.6277
2013-04-12,SO56070,3,22843,528,4.99,4.99,1.8663,3.1237
2013-04-12,SO56071,1,14307,530,4.99,4.99,1.8663,3.1237
2013-04-12,SO56072,1,15798,222,34.99,34.99,13.0863,21.9037
2013-04-12,SO56073,1,16023,541,28.99,28.99,10.8423,18.1477
2013-04-12,SO56073,2,16023,530,4.99,4.99,1.8663,3.1237
2013-04-12,SO56073,3,16023,487,54.99,54.99,20.5663,34.4237
2013-04-12,SO56073,4,16023,484,7.95,7.95,2.9733,4.9767
2013-04-12,SO56074,1,27388,541,28.99,28.99,10.8423,18.1477
2013-04-12,SO56074,2,27388,530,4.99,4.99,1.8663,3.1237
2013-04-12,SO56074,3,27388,237,49.99,49.99,38.4923,11.4977
